93,Afghanistan,0.1704
9375,Afghanistan Cellular+AC0-AT,0.1704
9370,Afghanistan Cellular+AC0-AWCC,0.12495
9376,Afghanistan Cellular+AC0-Areeba,0.1008
9377,Afghanistan Cellular+AC0-Areeba,0.1008
9378,Afghanistan Cellular+AC0-Etisalat,0.11393
937,Afghanistan Cellular+AC0-Others,0.126
9372,Afghanistan Cellular+AC0-Roshan,0.13125
9379,Afghanistan Cellular+AC0-Roshan,0.13125
355,Albania,0.10595
35568,Albania Cellular+AC0-AMC,0.22586
35567,Albania Cellular+AC0-Eagle,0.2939
35566,Albania Cellular+AC0-Plus,0.28655
35569,Albania Cellular+AC0-Vodafone,0.13682
333700,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333701,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333702,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333703,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333704,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333705,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337060,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337061,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337062,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337063,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337070,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337071,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337072,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337073,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337074,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337075,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337076,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337077,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337078,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337087,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337088,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337089,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333709,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333710,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333711,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333712,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333713,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333714,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333715,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333716,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333717,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337180,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337181,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337182,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337183,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337184,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337185,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337187,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337188,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337189,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337190,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337211,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337212,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337213,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337214,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337215,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337216,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337217,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337218,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337219,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333722,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333723,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337240,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337241,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337242,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337243,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337244,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337245,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337246,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337247,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333725,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333726,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333727,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333728,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333729,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337312,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337313,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337314,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337315,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337316,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337317,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337318,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337319,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333732,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333733,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333734,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337353,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337354,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337355,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337356,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337357,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337358,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337359,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333736,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333737,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333738,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333739,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333740,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337410,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3337411,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
333747,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33410,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334110,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341110,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341111,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341112,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341113,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341114,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341115,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341116,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341117,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341119,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334112,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341130,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341131,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341133,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341134,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341135,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341136,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341137,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341138,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341139,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341140,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341141,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341142,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341143,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341144,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341145,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341146,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341147,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341162,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341163,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341164,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341165,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341166,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341167,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341168,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341169,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334117,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334118,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334119,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33412,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334130,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334131,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334132,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334133,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334134,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334135,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341360,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341361,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341362,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341363,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341364,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341366,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341367,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341368,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341369,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334137,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334138,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334139,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33414,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334150,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341510,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341511,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341512,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341513,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341514,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341515,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341532,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341533,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341534,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341535,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341536,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341537,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341538,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3341539,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334154,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334155,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334156,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334157,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334158,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334159,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33416,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33417,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33418,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33419,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342000,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342001,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342002,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342003,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342004,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342005,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342006,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342007,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342008,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342010,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342011,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342012,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342013,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334202,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334203,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334204,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334205,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334206,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334207,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334208,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334209,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342208,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342209,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334221,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334222,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342230,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342231,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342232,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342233,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342234,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342235,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342236,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342237,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342242,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342243,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342244,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342245,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342246,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342247,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342248,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342249,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334225,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334226,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334227,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334228,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334229,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33423,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33424,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33425,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33426,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33427,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334280,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334281,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334282,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342830,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342831,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342835,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342836,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342837,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342838,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3342839,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334284,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334285,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334286,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334287,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334288,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334289,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33429,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334430,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334431,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334432,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334433,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334434,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334435,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334436,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334437,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344380,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344381,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344382,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344384,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344385,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344386,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344387,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344388,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3344389,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334439,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334580,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345810,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345811,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345814,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345815,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345816,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345817,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345818,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3345819,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334582,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334583,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334584,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334585,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334586,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334587,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334588,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334589,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334800,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334801,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334802,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348030,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348033,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348034,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348035,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348036,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348038,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334804,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334805,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348070,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348071,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348076,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348077,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348078,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348079,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334808,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348090,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348092,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348093,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348094,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348095,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348096,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348097,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348098,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348099,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334810,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334811,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334812,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334813,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348140,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348141,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348142,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348143,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348144,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348145,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348146,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348147,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348148,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334815,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334816,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334817,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334818,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334819,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348200,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348201,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348202,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348203,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348204,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348205,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348206,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348228,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348229,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334823,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334824,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334825,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334826,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334827,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334828,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334829,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334830,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334831,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334832,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334833,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334834,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348350,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348351,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348352,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348353,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348354,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348355,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348357,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348358,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348359,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334836,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334837,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334838,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334839,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348413,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348414,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348415,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348416,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348417,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348418,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348419,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334842,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334843,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334844,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334845,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334846,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334847,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
334848,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348490,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348491,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348498,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
3348499,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33485,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33486,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33487,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33488,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33489,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
335100,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
335103,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
335105,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
335106,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
335107,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
335108,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
335109,+ACI-France,Others+AC0-OLO 2+ACI-,0.0072
33200,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33201,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33202,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33203,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
332040,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
332041,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
332042,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
332043,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
332044,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
332045,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
332088,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33209,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33220,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33221,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33222,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33234,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33236,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
33244,+ACI-France,Others+AC0-OLO 3+ACI-,0.0072
