All Destinations with 1/1 Billing Cycle except for Mexico (Mexico all with 60/60),,,,
,,,,
,,,,
,,,,
,,,,
Prefix,Destination Name,Rate(USD),Status,Effective From
5912526,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912527,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912528,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125291,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125292,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125293,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125294,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125295,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125296,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125297,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125298,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125299,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125300,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125301,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125303,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125304,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125305,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125306,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125307,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125308,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125309,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125310,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125311,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125312,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125313,Bolivia Equal Access,0.0578,No Change,1st June 2013
59125314,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912600,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126052,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126053,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912610,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912612,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126130,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126131,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912614,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126178,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126179,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912618,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126190,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126191,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126211,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126212,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912622,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912623,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912624,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912625,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912626,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912627,Bolivia Equal Access,0.0578,No Change,1st June 2013
5912628,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126310,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126311,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126312,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126313,Bolivia Equal Access,0.0578,No Change,1st June 2013
59126314,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134150,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134151,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913420,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913421,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134220,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134221,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913462,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913463,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913464,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913466,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913467,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134710,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134711,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134712,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134713,Bolivia Equal Access,0.0578,No Change,1st June 2013
59134714,Bolivia Equal Access,0.0578,No Change,1st June 2013
59138310,Bolivia Equal Access,0.0578,No Change,1st June 2013
59138311,Bolivia Equal Access,0.0578,No Change,1st June 2013
59138312,Bolivia Equal Access,0.0578,No Change,1st June 2013
59138313,Bolivia Equal Access,0.0578,No Change,1st June 2013
59138314,Bolivia Equal Access,0.0578,No Change,1st June 2013
59138439,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913844,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913845,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913846,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913847,Bolivia Equal Access,0.0578,No Change,1st June 2013
5913850,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914600,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914610,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914611,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914612,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146130,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146131,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914614,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914618,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146190,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146191,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914620,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914621,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914622,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914624,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146310,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146311,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146312,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146313,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146314,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914641,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914642,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914643,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914644,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914645,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914646,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914648,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146510,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146511,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146512,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146513,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146514,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914661,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914662,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914663,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914664,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914665,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914666,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914667,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914668,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914676,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914690,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914691,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914692,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146930,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146931,Bolivia Equal Access,0.0578,No Change,1st June 2013
5914694,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146950,Bolivia Equal Access,0.0578,No Change,1st June 2013
59146951,Bolivia Equal Access,0.0578,No Change,1st June 2013
59122,Bolivia La Paz,0.0579,Decrease,1st June 2013
5917,Bolivia Mobile,0.1257,No Change,1st June 2013
59160,Bolivia Nuevatel Mobile,0.1215,No Change,1st June 2013
59165,Bolivia Nuevatel Mobile,0.1215,No Change,1st June 2013
59170,Bolivia Nuevatel Mobile,0.1215,No Change,1st June 2013
59179,Bolivia Nuevatel Mobile,0.1215,No Change,1st June 2013
591,Bolivia Other,0.1088,Increase,8th June 2013
59122133,Bolivia Rural,0.0806,Decrease,1st June 2013
59122134,Bolivia Rural,0.0806,Decrease,1st June 2013
59122135,Bolivia Rural,0.0806,Decrease,1st June 2013
59122136,Bolivia Rural,0.0806,Decrease,1st June 2013
59122137,Bolivia Rural,0.0806,Decrease,1st June 2013
59122138,Bolivia Rural,0.0806,Decrease,1st June 2013
59122139,Bolivia Rural,0.0806,Decrease,1st June 2013
59122566,Bolivia Rural,0.0806,Decrease,1st June 2013
59122567,Bolivia Rural,0.0806,Decrease,1st June 2013
59122568,Bolivia Rural,0.0806,Decrease,1st June 2013
59122569,Bolivia Rural,0.0806,Decrease,1st June 2013
59122570,Bolivia Rural,0.0806,Decrease,1st June 2013
59122598,Bolivia Rural,0.0806,Decrease,1st June 2013
59122599,Bolivia Rural,0.0806,Decrease,1st June 2013
59122755,Bolivia Rural,0.0806,Decrease,1st June 2013
59122756,Bolivia Rural,0.0806,Decrease,1st June 2013
59122757,Bolivia Rural,0.0806,Decrease,1st June 2013
59122758,Bolivia Rural,0.0806,Decrease,1st June 2013
59122759,Bolivia Rural,0.0806,Decrease,1st June 2013
59122875,Bolivia Rural,0.0806,Decrease,1st June 2013
59122876,Bolivia Rural,0.0806,Decrease,1st June 2013
59122877,Bolivia Rural,0.0806,Decrease,1st June 2013
59122878,Bolivia Rural,0.0806,Decrease,1st June 2013
59122879,Bolivia Rural,0.0806,Decrease,1st June 2013
59122895,Bolivia Rural,0.0806,Decrease,1st June 2013
59122896,Bolivia Rural,0.0806,Decrease,1st June 2013
59122897,Bolivia Rural,0.0806,Decrease,1st June 2013
59122898,Bolivia Rural,0.0806,Decrease,1st June 2013
59122899,Bolivia Rural,0.0806,Decrease,1st June 2013
5912820,Bolivia Rural,0.0806,Decrease,1st June 2013
5912821,Bolivia Rural,0.0806,Decrease,1st June 2013
59128232,Bolivia Rural,0.0806,Decrease,1st June 2013
59128233,Bolivia Rural,0.0806,Decrease,1st June 2013
59128234,Bolivia Rural,0.0806,Decrease,1st June 2013
5912824,Bolivia Rural,0.0806,Decrease,1st June 2013
59128257,Bolivia Rural,0.0806,Decrease,1st June 2013
59128350,Bolivia Rural,0.0806,Decrease,1st June 2013
5912839,Bolivia Rural,0.0806,Decrease,1st June 2013
5912862,Bolivia Rural,0.0806,Decrease,1st June 2013
59128702,Bolivia Rural,0.0806,Decrease,1st June 2013
59128710,Bolivia Rural,0.0806,Decrease,1st June 2013
59128711,Bolivia Rural,0.0806,Decrease,1st June 2013
59128712,Bolivia Rural,0.0806,Decrease,1st June 2013
59128713,Bolivia Rural,0.0806,Decrease,1st June 2013
59128714,Bolivia Rural,0.0806,Decrease,1st June 2013
59128720,Bolivia Rural,0.0806,Decrease,1st June 2013
59128721,Bolivia Rural,0.0806,Decrease,1st June 2013
59128731,Bolivia Rural,0.0806,Decrease,1st June 2013
59128740,Bolivia Rural,0.0806,Decrease,1st June 2013
5912875,Bolivia Rural,0.0806,Decrease,1st June 2013
5912878,Bolivia Rural,0.0806,Decrease,1st June 2013
5912879,Bolivia Rural,0.0806,Decrease,1st June 2013
59133133,Bolivia Rural,0.0806,Decrease,1st June 2013
59133134,Bolivia Rural,0.0806,Decrease,1st June 2013
59133135,Bolivia Rural,0.0806,Decrease,1st June 2013
59133136,Bolivia Rural,0.0806,Decrease,1st June 2013
59133137,Bolivia Rural,0.0806,Decrease,1st June 2013
59133138,Bolivia Rural,0.0806,Decrease,1st June 2013
5913323,Bolivia Rural,0.0806,Decrease,1st June 2013
59133736,Bolivia Rural,0.0806,Decrease,1st June 2013
591338230,Bolivia Rural,0.0806,Decrease,1st June 2013
591338232,Bolivia Rural,0.0806,Decrease,1st June 2013
591338239,Bolivia Rural,0.0806,Decrease,1st June 2013
591338842,Bolivia Rural,0.0806,Decrease,1st June 2013
591338843,Bolivia Rural,0.0806,Decrease,1st June 2013
59134100,Bolivia Rural,0.0806,Decrease,1st June 2013
59134102,Bolivia Rural,0.0806,Decrease,1st June 2013
59136477,Bolivia Rural,0.0806,Decrease,1st June 2013
59139236,Bolivia Rural,0.0806,Decrease,1st June 2013
59139237,Bolivia Rural,0.0806,Decrease,1st June 2013
59139243,Bolivia Rural,0.0806,Decrease,1st June 2013
59139249,Bolivia Rural,0.0806,Decrease,1st June 2013
5913925,Bolivia Rural,0.0806,Decrease,1st June 2013
5913927,Bolivia Rural,0.0806,Decrease,1st June 2013
59139317,Bolivia Rural,0.0806,Decrease,1st June 2013
59139318,Bolivia Rural,0.0806,Decrease,1st June 2013
59139319,Bolivia Rural,0.0806,Decrease,1st June 2013
59139322,Bolivia Rural,0.0806,Decrease,1st June 2013
5913934,Bolivia Rural,0.0806,Decrease,1st June 2013
5913935,Bolivia Rural,0.0806,Decrease,1st June 2013
59139375,Bolivia Rural,0.0806,Decrease,1st June 2013
59139376,Bolivia Rural,0.0806,Decrease,1st June 2013
59139422,Bolivia Rural,0.0806,Decrease,1st June 2013
5913944,Bolivia Rural,0.0806,Decrease,1st June 2013
5913946,Bolivia Rural,0.0806,Decrease,1st June 2013
59139480,Bolivia Rural,0.0806,Decrease,1st June 2013
59139482,Bolivia Rural,0.0806,Decrease,1st June 2013
5913950,Bolivia Rural,0.0806,Decrease,1st June 2013
5913952,Bolivia Rural,0.0806,Decrease,1st June 2013
59139532,Bolivia Rural,0.0806,Decrease,1st June 2013
59139542,Bolivia Rural,0.0806,Decrease,1st June 2013
59139624,Bolivia Rural,0.0806,Decrease,1st June 2013
59139629,Bolivia Rural,0.0806,Decrease,1st June 2013
59139635,Bolivia Rural,0.0806,Decrease,1st June 2013
59139643,Bolivia Rural,0.0806,Decrease,1st June 2013
59139656,Bolivia Rural,0.0806,Decrease,1st June 2013
59139658,Bolivia Rural,0.0806,Decrease,1st June 2013
59139722,Bolivia Rural,0.0806,Decrease,1st June 2013
59139735,Bolivia Rural,0.0806,Decrease,1st June 2013
59139742,Bolivia Rural,0.0806,Decrease,1st June 2013
59139762,Bolivia Rural,0.0806,Decrease,1st June 2013
59139763,Bolivia Rural,0.0806,Decrease,1st June 2013
59139782,Bolivia Rural,0.0806,Decrease,1st June 2013
59139783,Bolivia Rural,0.0806,Decrease,1st June 2013
59139792,Bolivia Rural,0.0806,Decrease,1st June 2013
59139802,Bolivia Rural,0.0806,Decrease,1st June 2013
59139831,Bolivia Rural,0.0806,Decrease,1st June 2013
5913988,Bolivia Rural,0.0806,Decrease,1st June 2013
59144133,Bolivia Rural,0.0806,Decrease,1st June 2013
59144134,Bolivia Rural,0.0806,Decrease,1st June 2013
59144135,Bolivia Rural,0.0806,Decrease,1st June 2013
59144136,Bolivia Rural,0.0806,Decrease,1st June 2013
59144137,Bolivia Rural,0.0806,Decrease,1st June 2013
59144138,Bolivia Rural,0.0806,Decrease,1st June 2013
59144139,Bolivia Rural,0.0806,Decrease,1st June 2013
5914434,Bolivia Rural,0.0806,Decrease,1st June 2013
5914438,Bolivia Rural,0.0806,Decrease,1st June 2013
5914457,Bolivia Rural,0.0806,Decrease,1st June 2013
5914477,Bolivia Rural,0.0806,Decrease,1st June 2013
5914478,Bolivia Rural,0.0806,Decrease,1st June 2013
59144825,Bolivia Rural,0.0806,Decrease,1st June 2013
59144826,Bolivia Rural,0.0806,Decrease,1st June 2013
59144827,Bolivia Rural,0.0806,Decrease,1st June 2013
59144828,Bolivia Rural,0.0806,Decrease,1st June 2013
59144829,Bolivia Rural,0.0806,Decrease,1st June 2013
59144885,Bolivia Rural,0.0806,Decrease,1st June 2013
59144886,Bolivia Rural,0.0806,Decrease,1st June 2013
59144887,Bolivia Rural,0.0806,Decrease,1st June 2013
59144888,Bolivia Rural,0.0806,Decrease,1st June 2013
59144889,Bolivia Rural,0.0806,Decrease,1st June 2013
59144902,Bolivia Rural,0.0806,Decrease,1st June 2013
59144910,Bolivia Rural,0.0806,Decrease,1st June 2013
59144911,Bolivia Rural,0.0806,Decrease,1st June 2013
59144912,Bolivia Rural,0.0806,Decrease,1st June 2013
59144913,Bolivia Rural,0.0806,Decrease,1st June 2013
59144914,Bolivia Rural,0.0806,Decrease,1st June 2013
59144920,Bolivia Rural,0.0806,Decrease,1st June 2013
59144921,Bolivia Rural,0.0806,Decrease,1st June 2013
59144931,Bolivia Rural,0.0806,Decrease,1st June 2013
5914494,Bolivia Rural,0.0806,Decrease,1st June 2013
5914496,Bolivia Rural,0.0806,Decrease,1st June 2013
5914497,Bolivia Rural,0.0806,Decrease,1st June 2013
5914498,Bolivia Rural,0.0806,Decrease,1st June 2013
5914499,Bolivia Rural,0.0806,Decrease,1st June 2013
59133737,Bolivia Rural,0.0806,Decrease,1st June 2013
59133,Bolivia Santa Cruz,0.0575,Decrease,1st June 2013
591340,Bolivia Santa Cruz,0.0575,Decrease,1st June 2013
591364,Bolivia Santa Cruz,0.0575,Decrease,1st June 2013
591392,Bolivia Santa Cruz,0.0575,Decrease,1st June 2013
591393,Bolivia Santa Cruz,0.0575,Decrease,1st June 2013
591395,Bolivia Santa Cruz,0.0575,Decrease,1st June 2013
591396,Bolivia Santa Cruz,0.0575,Decrease,1st June 2013
59169,Bolivia Telecel Mobile,0.1248,No Change,1st June 2013
59175,Bolivia Telecel Mobile,0.1248,No Change,1st June 2013
59176,Bolivia Telecel Mobile,0.1248,No Change,1st June 2013
59177,Bolivia Telecel Mobile,0.1248,No Change,1st June 2013
59178,Bolivia Telecel Mobile,0.1248,No Change,1st June 2013
3876031,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
3876032,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
3876033,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
3876034,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
3876038,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
3876039,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
38761,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
38762,Bosnia & Herzegovina Bh Mobile,0.2413,No Change,1st June 2013
38764,Bosnia & Herzegovina Ht Eronet Mostar Mobile,0.3017,No Change,1st June 2013
38763,Bosnia & Herzegovina Ht Eronet Mostar Mobile,0.3017,No Change,1st June 2013
3873049,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873064,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873065,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873070,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873071,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873073,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873079,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873080,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873087,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
387317,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873288,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873289,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
38733648,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
38733901,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
38734,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
38735901,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873631,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873632,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873633,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873634,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873635,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873637,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873638,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873639,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873644,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873664,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873665,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873677,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873678,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873680,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873681,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873682,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873685,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873686,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873687,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873688,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873689,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
38737901,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873938,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873966,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873967,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873968,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873969,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873970,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873971,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873983,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873984,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
3873985,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
387497,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
38751901,Bosnia & Herzegovina Mostar,0.1023,Decrease,1st June 2013
387,Bosnia & Herzegovina Other,0.1069,No Change,1st June 2013
387492,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387493,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387494,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38750,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38751,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38752,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38753,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387540,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387541,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387542,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387543,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387544,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387545,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387546,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387547,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
387548,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875490,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754910,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754912,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754913,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754914,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754915,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754916,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754917,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754918,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38754919,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875492,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875493,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875494,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875495,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875496,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875497,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875498,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
3875499,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38755,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38756,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38757,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38758,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38759,Bosnia & Herzegovina Srpske,0.0982,Increase,8th June 2013
38767,Bosnia & Herzegovina Srpske Mtel Mobile,0.3017,No Change,1st June 2013
38765,Bosnia & Herzegovina Srpske Mtel Mobile,0.3017,No Change,1st June 2013
38766,Bosnia & Herzegovina Srpske Mtel Mobile,0.3017,No Change,1st June 2013
267740,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267741,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267742,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267745,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267746,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267747,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267754,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267755,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267756,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267759,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267760,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267761,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267762,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267766,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267767,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267770,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267771,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
26771,Botswana Mascom Mobile,0.1652,Decrease,1st June 2013
267776,Botswana Mascom Mobile,0.1652,New Code,8th June 2013
267777,Botswana Mascom Mobile,0.1652,New Code,8th June 2013
2677,Botswana Mobile,0.093,Decrease,1st June 2013
267743,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267744,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267748,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267750,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267751,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267752,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267753,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267757,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267763,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267764,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267765,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
267769,Botswana Orange Mobile,0.1847,Decrease,1st June 2013
