Prefix,Destination Name,Rate(USD)
55969,Brazil Mobile,0.1393
55976,Brazil Mobile,0.1393
55977,Brazil Mobile,0.1393
55978,Brazil Mobile,0.1393
55979,Brazil Mobile,0.1393
55986,Brazil Mobile,0.1393
55987,Brazil Mobile,0.1393
55988,Brazil Mobile,0.1393
55989,Brazil Mobile,0.1393
55996,Brazil Mobile,0.1393
55997,Brazil Mobile,0.1393
55998,Brazil Mobile,0.1393
55999,Brazil Mobile,0.1393
55840,Brazil Natal,0.0111
55841,Brazil Natal,0.0111
55842,Brazil Natal,0.0111
55843,Brazil Natal,0.0111
55844,Brazil Natal,0.0111
55845,Brazil Natal,0.0111
55,Brazil Other,0.0146
55510,Brazil Porto Alegre,0.0101
55511,Brazil Porto Alegre,0.0101
55512,Brazil Porto Alegre,0.0101
55513,Brazil Porto Alegre,0.0101
55514,Brazil Porto Alegre,0.0101
55515,Brazil Porto Alegre,0.0101
55810,Brazil Recife,0.0101
55811,Brazil Recife,0.0101
55812,Brazil Recife,0.0101
55813,Brazil Recife,0.0101
55814,Brazil Recife,0.0101
55815,Brazil Recife,0.0101
55210,Brazil Rio De Janeiro,0.0084
55211,Brazil Rio De Janeiro,0.0084
55212,Brazil Rio De Janeiro,0.0084
55213,Brazil Rio De Janeiro,0.0084
55214,Brazil Rio De Janeiro,0.0084
55215,Brazil Rio De Janeiro,0.0084
55710,Brazil Salvador,0.0103
55711,Brazil Salvador,0.0103
55712,Brazil Salvador,0.0103
55713,Brazil Salvador,0.0103
55714,Brazil Salvador,0.0103
55715,Brazil Salvador,0.0103
5511,Brazil Sao Paulo,0.0095
55340,Brazil Uberlandia,0.014
55341,Brazil Uberlandia,0.014
55342,Brazil Uberlandia,0.014
55343,Brazil Uberlandia,0.014
55344,Brazil Uberlandia,0.014
55345,Brazil Uberlandia,0.014
55270,Brazil Vitoria,0.0102
55271,Brazil Vitoria,0.0102
55272,Brazil Vitoria,0.0102
55273,Brazil Vitoria,0.0102
55274,Brazil Vitoria,0.0102
55275,Brazil Vitoria,0.0102
1284300,British Virgin Islands Digicel Mobile,0.2007
1284340,British Virgin Islands Digicel Mobile,0.2007
1284341,British Virgin Islands Digicel Mobile,0.2007
1284342,British Virgin Islands Digicel Mobile,0.2007
1284343,British Virgin Islands Digicel Mobile,0.2007
1284344,British Virgin Islands Digicel Mobile,0.2007
1284345,British Virgin Islands Digicel Mobile,0.2007
1284346,British Virgin Islands Digicel Mobile,0.2007
1284347,British Virgin Islands Digicel Mobile,0.2007
1284393,British Virgin Islands Digicel Mobile,0.2007
1284394,British Virgin Islands Digicel Mobile,0.2007
1284440,British Virgin Islands Mobile,0.1946
1284441,British Virgin Islands Mobile,0.1946
1284442,British Virgin Islands Mobile,0.1946
1284443,British Virgin Islands Mobile,0.1946
1284444,British Virgin Islands Mobile,0.1946
1284445,British Virgin Islands Mobile,0.1946
1284446,British Virgin Islands Mobile,0.1946
12844689,British Virgin Islands Mobile,0.1946
12844966,British Virgin Islands Mobile,0.1946
12844967,British Virgin Islands Mobile,0.1946
12844968,British Virgin Islands Mobile,0.1946
12844969,British Virgin Islands Mobile,0.1946
1284499,British Virgin Islands Mobile,0.1946
1284540,British Virgin Islands Mobile,0.1946
1284541,British Virgin Islands Mobile,0.1946
1284542,British Virgin Islands Mobile,0.1946
1284543,British Virgin Islands Mobile,0.1946
1284544,British Virgin Islands Mobile,0.1946
1284545,British Virgin Islands Mobile,0.1946
1284546,British Virgin Islands Mobile,0.1946
1284547,British Virgin Islands Mobile,0.1946
1284,British Virgin Islands Other,0.0912
67371,Brunei Mobile,0.0324
67372,Brunei Mobile,0.0324
67377,Brunei Mobile,0.0324
67381,Brunei Mobile,0.0324
67382,Brunei Mobile,0.0324
67383,Brunei Mobile,0.0324
67384,Brunei Mobile,0.0324
67385,Brunei Mobile,0.0324
67386,Brunei Mobile,0.0324
67387,Brunei Mobile,0.0324
67388,Brunei Mobile,0.0324
67389,Brunei Mobile,0.0324
673,Brunei Other,0.0281
35989,Bulgaria Globul Mobile,0.0575
359999,Bulgaria Max Mobile,0.3598
35987,Bulgaria Mobile,0.0523
35988,Bulgaria Mobiltel Mobile,0.0398
359988,Bulgaria Mobiltel Mobile,0.0398
359989,Bulgaria Mobiltel Mobile,0.0398
35924,Bulgaria Olo,0.0447
3593015,Bulgaria Olo,0.0447
35930454,Bulgaria Olo,0.0447
35930519,Bulgaria Olo,0.0447
3593069,Bulgaria Olo,0.0447
35930719,Bulgaria Olo,0.0447
35930729,Bulgaria Olo,0.0447
3593089,Bulgaria Olo,0.0447
3593099,Bulgaria Olo,0.0447
35931009,Bulgaria Olo,0.0447
3593115,Bulgaria Olo,0.0447
3593118,Bulgaria Olo,0.0447
359312389,Bulgaria Olo,0.0447
3593134,Bulgaria Olo,0.0447
35931439,Bulgaria Olo,0.0447
35931459,Bulgaria Olo,0.0447
35931517,Bulgaria Olo,0.0447
35931518,Bulgaria Olo,0.0447
35931519,Bulgaria Olo,0.0447
3593189,Bulgaria Olo,0.0447
359323,Bulgaria Olo,0.0447
359325,Bulgaria Olo,0.0447
3593319,Bulgaria Olo,0.0447
3593355,Bulgaria Olo,0.0447
3593369,Bulgaria Olo,0.0447
3593379,Bulgaria Olo,0.0447
3593399,Bulgaria Olo,0.0447
359349,Bulgaria Olo,0.0447
3593509,Bulgaria Olo,0.0447
35935328,Bulgaria Olo,0.0447
35935429,Bulgaria Olo,0.0447
35935538,Bulgaria Olo,0.0447
35935618,Bulgaria Olo,0.0447
35935619,Bulgaria Olo,0.0447
3593579,Bulgaria Olo,0.0447
35935819,Bulgaria Olo,0.0447
3593597,Bulgaria Olo,0.0447
35935989,Bulgaria Olo,0.0447
3593615,Bulgaria Olo,0.0447
35936318,Bulgaria Olo,0.0447
35936319,Bulgaria Olo,0.0447
35936419,Bulgaria Olo,0.0447
35936798,Bulgaria Olo,0.0447
35936799,Bulgaria Olo,0.0447
35937208,Bulgaria Olo,0.0447
3593739,Bulgaria Olo,0.0447
35937819,Bulgaria Olo,0.0447
3593799,Bulgaria Olo,0.0447
359385,Bulgaria Olo,0.0447
3593917,Bulgaria Olo,0.0447
3593919,Bulgaria Olo,0.0447
3594168,Bulgaria Olo,0.0447
3594173,Bulgaria Olo,0.0447
3594179,Bulgaria Olo,0.0447
359429,Bulgaria Olo,0.0447
3594315,Bulgaria Olo,0.0447
3594319,Bulgaria Olo,0.0447
35943619,Bulgaria Olo,0.0447
359445,Bulgaria Olo,0.0447
3594539,Bulgaria Olo,0.0447
3594575,Bulgaria Olo,0.0447
3594579,Bulgaria Olo,0.0447
359469,Bulgaria Olo,0.0447
35947619,Bulgaria Olo,0.0447
3594789,Bulgaria Olo,0.0447
35951129,Bulgaria Olo,0.0447
35951318,Bulgaria Olo,0.0447
35951427,Bulgaria Olo,0.0447
35951535,Bulgaria Olo,0.0447
3595179,Bulgaria Olo,0.0447
3595185,Bulgaria Olo,0.0447
3595195,Bulgaria Olo,0.0447
359524,Bulgaria Olo,0.0447
359529,Bulgaria Olo,0.0447
35953279,Bulgaria Olo,0.0447
35953289,Bulgaria Olo,0.0447
35953518,Bulgaria Olo,0.0447
35953619,Bulgaria Olo,0.0447
3595379,Bulgaria Olo,0.0447
3595389,Bulgaria Olo,0.0447
3595391,Bulgaria Olo,0.0447
359549,Bulgaria Olo,0.0447
3595507,Bulgaria Olo,0.0447
35955158,Bulgaria Olo,0.0447
35955189,Bulgaria Olo,0.0447
3595545,Bulgaria Olo,0.0447
3595547,Bulgaria Olo,0.0447
3595549,Bulgaria Olo,0.0447
35955519,Bulgaria Olo,0.0447
3595569,Bulgaria Olo,0.0447
3595588,Bulgaria Olo,0.0447
3595598,Bulgaria Olo,0.0447
359569,Bulgaria Olo,0.0447
3595709,Bulgaria Olo,0.0447
35957439,Bulgaria Olo,0.0447
35957518,Bulgaria Olo,0.0447
35957519,Bulgaria Olo,0.0447
3595799,Bulgaria Olo,0.0447
359585,Bulgaria Olo,0.0447
3595909,Bulgaria Olo,0.0447
35959449,Bulgaria Olo,0.0447
3595965,Bulgaria Olo,0.0447
3596015,Bulgaria Olo,0.0447
3596017,Bulgaria Olo,0.0447
3596019,Bulgaria Olo,0.0447
35960398,Bulgaria Olo,0.0447
3596058,Bulgaria Olo,0.0447
35960718,Bulgaria Olo,0.0447
35960719,Bulgaria Olo,0.0447
3596085,Bulgaria Olo,0.0447
3596109,Bulgaria Olo,0.0447
35961418,Bulgaria Olo,0.0447
35961519,Bulgaria Olo,0.0447
35961619,Bulgaria Olo,0.0447
3596189,Bulgaria Olo,0.0447
3596199,Bulgaria Olo,0.0447
359625,Bulgaria Olo,0.0447
3596319,Bulgaria Olo,0.0447
359649,Bulgaria Olo,0.0447
3596509,Bulgaria Olo,0.0447
35965138,Bulgaria Olo,0.0447
35965148,Bulgaria Olo,0.0447
35965149,Bulgaria Olo,0.0447
35965159,Bulgaria Olo,0.0447
35965169,Bulgaria Olo,0.0447
35965419,Bulgaria Olo,0.0447
3596585,Bulgaria Olo,0.0447
3596592,Bulgaria Olo,0.0447
359669,Bulgaria Olo,0.0447
3596709,Bulgaria Olo,0.0447
3596759,Bulgaria Olo,0.0447
3596769,Bulgaria Olo,0.0447
3596779,Bulgaria Olo,0.0447
3596789,Bulgaria Olo,0.0447
359685,Bulgaria Olo,0.0447
35969418,Bulgaria Olo,0.0447
35969419,Bulgaria Olo,0.0447
3596979,Bulgaria Olo,0.0447
3597019,Bulgaria Olo,0.0447
3597029,Bulgaria Olo,0.0447
3597079,Bulgaria Olo,0.0447
35971339,Bulgaria Olo,0.0447
35971429,Bulgaria Olo,0.0447
3597209,Bulgaria Olo,0.0447
3597219,Bulgaria Olo,0.0447
3597229,Bulgaria Olo,0.0447
3597239,Bulgaria Olo,0.0447
3597249,Bulgaria Olo,0.0447
3597259,Bulgaria Olo,0.0447
3597269,Bulgaria Olo,0.0447
3597279,Bulgaria Olo,0.0447
3597289,Bulgaria Olo,0.0447
359735,Bulgaria Olo,0.0447
3597455,Bulgaria Olo,0.0447
3597459,Bulgaria Olo,0.0447
3597469,Bulgaria Olo,0.0447
3597479,Bulgaria Olo,0.0447
3597485,Bulgaria Olo,0.0447
3597495,Bulgaria Olo,0.0447
3597499,Bulgaria Olo,0.0447
3597509,Bulgaria Olo,0.0447
3597519,Bulgaria Olo,0.0447
35975239,Bulgaria Olo,0.0447
35975419,Bulgaria Olo,0.0447
359765,Bulgaria Olo,0.0447
35977129,Bulgaria Olo,0.0447
3597779,Bulgaria Olo,0.0447
359789,Bulgaria Olo,0.0447
35981619,Bulgaria Olo,0.0447
3598179,Bulgaria Olo,0.0447
359825,Bulgaria Olo,0.0447
35984249,Bulgaria Olo,0.0447
35984319,Bulgaria Olo,0.0447
35984429,Bulgaria Olo,0.0447
359845,Bulgaria Olo,0.0447
35984759,Bulgaria Olo,0.0447
35984773,Bulgaria Olo,0.0447
3598489,Bulgaria Olo,0.0447
35986368,Bulgaria Olo,0.0447
35986369,Bulgaria Olo,0.0447
3598649,Bulgaria Olo,0.0447
359865,Bulgaria Olo,0.0447
35986639,Bulgaria Olo,0.0447
35986690,Bulgaria Olo,0.0447
35986698,Bulgaria Olo,0.0447
35986699,Bulgaria Olo,0.0447
3599105,Bulgaria Olo,0.0447
35991329,Bulgaria Olo,0.0447
3599159,Bulgaria Olo,0.0447
35991719,Bulgaria Olo,0.0447
359929,Bulgaria Olo,0.0447
3599389,Bulgaria Olo,0.0447
359949,Bulgaria Olo,0.0447
3599527,Bulgaria Olo,0.0447
3599539,Bulgaria Olo,0.0447
35995549,Bulgaria Olo,0.0447
359965,Bulgaria Olo,0.0447
3599717,Bulgaria Olo,0.0447
3599718,Bulgaria Olo,0.0447
3599735,Bulgaria Olo,0.0447
35997429,Bulgaria Olo,0.0447
359,Bulgaria Other,0.0131
3592,Bulgaria Sofia,0.0132
22664,Burkina Faso Airtel Mobile,0.2563
22665,Burkina Faso Airtel Mobile,0.2563
22666,Burkina Faso Airtel Mobile,0.2563
22674,Burkina Faso Airtel Mobile,0.2563
22675,Burkina Faso Airtel Mobile,0.2563
22676,Burkina Faso Airtel Mobile,0.2563
22677,Burkina Faso Airtel Mobile,0.2563
22667,Burkina Faso Airtel Mobile,0.2563
226,Burkina Faso Other,0.1759
22668,Burkina Faso Telecel Mobile,0.1893
22678,Burkina Faso Telecel Mobile,0.1893
22679,Burkina Faso Telecel Mobile,0.1893
22660,Burkina Faso Telmob Mobile,0.258
22661,Burkina Faso Telmob Mobile,0.258
22662,Burkina Faso Telmob Mobile,0.258
22663,Burkina Faso Telmob Mobile,0.258
22670,Burkina Faso Telmob Mobile,0.258
22671,Burkina Faso Telmob Mobile,0.258
22672,Burkina Faso Telmob Mobile,0.258
22673,Burkina Faso Telmob Mobile,0.258
25778,Burundi Africel Mobile,0.3815
25776,Burundi Econet Mobile,0.3762
25775,Burundi Lacell Mobile,0.3587
25777,Burundi Onatel Mobile,0.347
257,Burundi Other,0.4021
25771,Burundi Telcel Mobile,0.4232
25779,Burundi Telcel Mobile,0.4232
25729,Burundi Telcel Mobile,0.4232
8551,Cambodia Mobile,0.0445
8552336,Cambodia Mobile,0.0445
85539,Cambodia Mobile,0.0445
85560,Cambodia Mobile,0.0445
85561,Cambodia Mobile,0.0445
85566,Cambodia Mobile,0.0445
85567,Cambodia Mobile,0.0445
85568,Cambodia Mobile,0.0445
85569,Cambodia Mobile,0.0445
85570,Cambodia Mobile,0.0445
85576,Cambodia Mobile,0.0445
85577,Cambodia Mobile,0.0445
85578,Cambodia Mobile,0.0445
85579,Cambodia Mobile,0.0445
8558,Cambodia Mobile,0.0445
8559,Cambodia Mobile,0.0445
855,Cambodia Other,0.0438
237220,Cameroon Cdma Mobile,0.1062
237221,Cameroon Cdma Mobile,0.1062
237226,Cameroon Cdma Mobile,0.1062
237227,Cameroon Cdma Mobile,0.1062
237228,Cameroon Cdma Mobile,0.1062
2372298,Cameroon Cdma Mobile,0.1062
237330,Cameroon Cdma Mobile,0.1062
237331,Cameroon Cdma Mobile,0.1062
2373349,Cameroon Cdma Mobile,0.1062
2373351,Cameroon Cdma Mobile,0.1062
2373352,Cameroon Cdma Mobile,0.1062
2373353,Cameroon Cdma Mobile,0.1062
2373354,Cameroon Cdma Mobile,0.1062
2373355,Cameroon Cdma Mobile,0.1062
2373356,Cameroon Cdma Mobile,0.1062
2373357,Cameroon Cdma Mobile,0.1062
2373358,Cameroon Cdma Mobile,0.1062
2373359,Cameroon Cdma Mobile,0.1062
2373360,Cameroon Cdma Mobile,0.1062
2373361,Cameroon Cdma Mobile,0.1062
2373362,Cameroon Cdma Mobile,0.1062
237337,Cameroon Cdma Mobile,0.1062
2373390,Cameroon Cdma Mobile,0.1062
2373391,Cameroon Cdma Mobile,0.1062
2373392,Cameroon Cdma Mobile,0.1062
2373393,Cameroon Cdma Mobile,0.1062
2373394,Cameroon Cdma Mobile,0.1062
2373395,Cameroon Cdma Mobile,0.1062
2373396,Cameroon Cdma Mobile,0.1062
2373397,Cameroon Cdma Mobile,0.1062
2373398,Cameroon Cdma Mobile,0.1062
23750,Cameroon Mtn Mobile,0.2751
23751,Cameroon Mtn Mobile,0.2751
2377,Cameroon Mtn Mobile,0.2751
23755,Cameroon Orange Mobile,0.2344
2379,Cameroon Orange Mobile,0.2344
237,Cameroon Other,0.137
23722258,Cameroon Spacemob,0.7534
1204131,Canada Directory Assistance,0.0216
1226131,Canada Directory Assistance,0.0216
1250131,Canada Directory Assistance,0.0216
1289131,Canada Directory Assistance,0.0216
1306131,Canada Directory Assistance,0.0216
1403131,Canada Directory Assistance,0.0216
1416131,Canada Directory Assistance,0.0216
1418131,Canada Directory Assistance,0.0216
1438131,Canada Directory Assistance,0.0216
1450131,Canada Directory Assistance,0.0216
1506131,Canada Directory Assistance,0.0216
1514131,Canada Directory Assistance,0.0216
1519131,Canada Directory Assistance,0.0216
1604131,Canada Directory Assistance,0.0216
1613131,Canada Directory Assistance,0.0216
1647131,Canada Directory Assistance,0.0216
1705131,Canada Directory Assistance,0.0216
1709131,Canada Directory Assistance,0.0216
1778131,Canada Directory Assistance,0.0216
1780131,Canada Directory Assistance,0.0216
1807131,Canada Directory Assistance,0.0216
1819131,Canada Directory Assistance,0.0216
1867131,Canada Directory Assistance,0.0216
1902131,Canada Directory Assistance,0.0216
1905131,Canada Directory Assistance,0.0216
1250232,Canada Northwestel,0.1083
1250233,Canada Northwestel,0.1083
1250234,Canada Northwestel,0.1083
1250235,Canada Northwestel,0.1083
1250237,Canada Northwestel,0.1083
1250239,Canada Northwestel,0.1083
1250471,Canada Northwestel,0.1083
1250500,Canada Northwestel,0.1083
1250771,Canada Northwestel,0.1083
1250772,Canada Northwestel,0.1083
1250773,Canada Northwestel,0.1083
1250774,Canada Northwestel,0.1083
1250775,Canada Northwestel,0.1083
1250776,Canada Northwestel,0.1083
1250779,Canada Northwestel,0.1083
1867,Canada Northwestel,0.1083
1204,Canada Other,0.0046
1226,Canada Other,0.0046
1236,Canada Other,0.0046
1249,Canada Other,0.0046
1250,Canada Other,0.0046
1289,Canada Other,0.0046
1306,Canada Other,0.0046
1343,Canada Other,0.0046
1365,Canada Other,0.0046
1403,Canada Other,0.0046
1416,Canada Other,0.0046
1418,Canada Other,0.0046
1431,Canada Other,0.0046
1437,Canada Other,0.0046
1438,Canada Other,0.0046
1450,Canada Other,0.0046
1506,Canada Other,0.0046
1514,Canada Other,0.0046
1519,Canada Other,0.0046
1579,Canada Other,0.0046
1581,Canada Other,0.0046
1587,Canada Other,0.0046
1600,Canada Other,0.0046
1604,Canada Other,0.0046
1613,Canada Other,0.0046
1639,Canada Other,0.0046
1647,Canada Other,0.0046
1705,Canada Other,0.0046
1709,Canada Other,0.0046
1778,Canada Other,0.0046
1780,Canada Other,0.0046
1807,Canada Other,0.0046
1819,Canada Other,0.0046
1873,Canada Other,0.0046
1902,Canada Other,0.0046
1905,Canada Other,0.0046
23818,Cape Verde Mobile,0.2129
23858,Cape Verde Mobile,0.2129
23859,Cape Verde Mobile,0.2129
2389,Cape Verde Mobile,0.2129
238330,Cape Verde Mobile Tplus,0.2067
238331,Cape Verde Mobile Tplus,0.2067
238332,Cape Verde Mobile Tplus,0.2067
238333,Cape Verde Mobile Tplus,0.2067
238334,Cape Verde Mobile Tplus,0.2067
23851,Cape Verde Mobile Tplus,0.2067
23891,Cape Verde Mobile Tplus,0.2067
23892,Cape Verde Mobile Tplus,0.2067
23893,Cape Verde Mobile Tplus,0.2067
238,Cape Verde Other,0.1269
1345229,Cayman Islands Digicel Mobile,0.148
1345321,Cayman Islands Digicel Mobile,0.148
1345322,Cayman Islands Digicel Mobile,0.148
1345323,Cayman Islands Digicel Mobile,0.148
1345324,Cayman Islands Digicel Mobile,0.148
1345325,Cayman Islands Digicel Mobile,0.148
1345326,Cayman Islands Digicel Mobile,0.148
1345327,Cayman Islands Digicel Mobile,0.148
1345328,Cayman Islands Digicel Mobile,0.148
1345329,Cayman Islands Digicel Mobile,0.148
1345514,Cayman Islands Digicel Mobile,0.148
1345516,Cayman Islands Digicel Mobile,0.148
1345517,Cayman Islands Digicel Mobile,0.148
1345525,Cayman Islands Digicel Mobile,0.148
1345526,Cayman Islands Digicel Mobile,0.148
1345527,Cayman Islands Digicel Mobile,0.148
1345529,Cayman Islands Digicel Mobile,0.148
1345545,Cayman Islands Digicel Mobile,0.148
1345546,Cayman Islands Digicel Mobile,0.148
1345547,Cayman Islands Digicel Mobile,0.148
1345548,Cayman Islands Digicel Mobile,0.148
1345549,Cayman Islands Digicel Mobile,0.148
1345550,Cayman Islands Digicel Mobile,0.148
1345616,Cayman Islands Digicel Mobile,0.148
1345617,Cayman Islands Digicel Mobile,0.148
1345625,Cayman Islands Digicel Mobile,0.148
1345629,Cayman Islands Digicel Mobile,0.148
1345645,Cayman Islands Digicel Mobile,0.148
1345646,Cayman Islands Digicel Mobile,0.148
1345647,Cayman Islands Digicel Mobile,0.148
1345649,Cayman Islands Digicel Mobile,0.148
1345249,Cayman Islands Mobile,0.1418
1345630,Cayman Islands Mobile,0.1418
1345726,Cayman Islands Mobile,0.1418
1345916,Cayman Islands Mobile,0.1418
1345917,Cayman Islands Mobile,0.1418
1345919,Cayman Islands Mobile,0.1418
1345922,Cayman Islands Mobile,0.1418
1345923,Cayman Islands Mobile,0.1418
1345924,Cayman Islands Mobile,0.1418
1345925,Cayman Islands Mobile,0.1418
1345926,Cayman Islands Mobile,0.1418
1345927,Cayman Islands Mobile,0.1418
1345928,Cayman Islands Mobile,0.1418
1345929,Cayman Islands Mobile,0.1418
1345936,Cayman Islands Mobile,0.1418
1345937,Cayman Islands Mobile,0.1418
1345938,Cayman Islands Mobile,0.1418
1345939,Cayman Islands Mobile,0.1418
1345990,Cayman Islands Mobile,0.1418
1345,Cayman Islands Other,0.0595
23677,Central African Republic Mobile,0.2301
23670,Central African Republic Moov Mobile,0.2215
23672,Central African Republic Orange Mobile,0.2411
236,Central African Republic Other,0.5654
2362174,Central African Republic Special,0.5441
2362175,Central African Republic Special,0.5441
2368776,Central African Republic Special,0.5441
23675,Central African Republic Telecel Mobile,0.3834
2356,Chad Airtel Mobile,0.3122
2359,Chad Millicom Mobile,0.3566
235,Chad Other,0.2159
2357,Chad Sotel Mobile,0.308
56322100,Chile Easter Island,0.4112
5632255,Chile Easter Island,0.4112
569,Chile Mobile,0.1547
56,Chile Other,0.0216
562196,Chile Rural,0.7196
562197,Chile Rural,0.7196
562198,Chile Rural,0.7196
5622572,Chile Rural,0.7196
5622593,Chile Rural,0.7196
5622788,Chile Rural,0.7196
5622868,Chile Rural,0.7196
56228905,Chile Rural,0.7196
56228906,Chile Rural,0.7196
56228907,Chile Rural,0.7196
56228908,Chile Rural,0.7196
56228909,Chile Rural,0.7196
5622917,Chile Rural,0.7196
5622929,Chile Rural,0.7196
5622930,Chile Rural,0.7196
5622993,Chile Rural,0.7196
5622997,Chile Rural,0.7196
5632196,Chile Rural,0.7196
5632197,Chile Rural,0.7196
5632198,Chile Rural,0.7196
5633196,Chile Rural,0.7196
5633197,Chile Rural,0.7196
5633198,Chile Rural,0.7196
56332196,Chile Rural,0.7196
56332197,Chile Rural,0.7196
56332198,Chile Rural,0.7196
5634196,Chile Rural,0.7196
5634197,Chile Rural,0.7196
5634198,Chile Rural,0.7196
56342196,Chile Rural,0.7196
56342197,Chile Rural,0.7196
56342198,Chile Rural,0.7196
5635196,Chile Rural,0.7196
5635197,Chile Rural,0.7196
5635198,Chile Rural,0.7196
56352196,Chile Rural,0.7196
56352197,Chile Rural,0.7196
56352198,Chile Rural,0.7196
5641196,Chile Rural,0.7196
5641197,Chile Rural,0.7196
5641198,Chile Rural,0.7196
5642196,Chile Rural,0.7196
5642197,Chile Rural,0.7196
5642198,Chile Rural,0.7196
56422196,Chile Rural,0.7196
56422197,Chile Rural,0.7196
56422198,Chile Rural,0.7196
5642237,Chile Rural,0.7196
56422970,Chile Rural,0.7196
56422971,Chile Rural,0.7196
56422972,Chile Rural,0.7196
56422973,Chile Rural,0.7196
56422974,Chile Rural,0.7196
56422975,Chile Rural,0.7196
56422976,Chile Rural,0.7196
56422977,Chile Rural,0.7196
56422978,Chile Rural,0.7196
56422979,Chile Rural,0.7196
564237,Chile Rural,0.7196
564297,Chile Rural,0.7196
5643196,Chile Rural,0.7196
5643197,Chile Rural,0.7196
5643198,Chile Rural,0.7196
56432196,Chile Rural,0.7196
56432197,Chile Rural,0.7196
56432198,Chile Rural,0.7196
5643237,Chile Rural,0.7196
56432970,Chile Rural,0.7196
56432971,Chile Rural,0.7196
56432972,Chile Rural,0.7196
56432973,Chile Rural,0.7196
56432974,Chile Rural,0.7196
56432975,Chile Rural,0.7196
56432976,Chile Rural,0.7196
56432977,Chile Rural,0.7196
56432978,Chile Rural,0.7196
56432979,Chile Rural,0.7196
564337,Chile Rural,0.7196
564397,Chile Rural,0.7196
5645196,Chile Rural,0.7196
5645197,Chile Rural,0.7196
5645198,Chile Rural,0.7196
56452196,Chile Rural,0.7196
56452197,Chile Rural,0.7196
56452198,Chile Rural,0.7196
5645235,Chile Rural,0.7196
56452920,Chile Rural,0.7196
56452921,Chile Rural,0.7196
56452922,Chile Rural,0.7196
56452923,Chile Rural,0.7196
56452924,Chile Rural,0.7196
564535,Chile Rural,0.7196
5645920,Chile Rural,0.7196
5645921,Chile Rural,0.7196
5645922,Chile Rural,0.7196
5645923,Chile Rural,0.7196
5645924,Chile Rural,0.7196
5651196,Chile Rural,0.7196
5651197,Chile Rural,0.7196
5651198,Chile Rural,0.7196
5652196,Chile Rural,0.7196
5652197,Chile Rural,0.7196
5652198,Chile Rural,0.7196
56522196,Chile Rural,0.7196
56522197,Chile Rural,0.7196
56522198,Chile Rural,0.7196
5653196,Chile Rural,0.7196
5653197,Chile Rural,0.7196
5653198,Chile Rural,0.7196
56532196,Chile Rural,0.7196
56532197,Chile Rural,0.7196
56532198,Chile Rural,0.7196
5655196,Chile Rural,0.7196
5655197,Chile Rural,0.7196
5655198,Chile Rural,0.7196
56552196,Chile Rural,0.7196
56552197,Chile Rural,0.7196
56552198,Chile Rural,0.7196
5657196,Chile Rural,0.7196
5657197,Chile Rural,0.7196
5657198,Chile Rural,0.7196
56572196,Chile Rural,0.7196
56572197,Chile Rural,0.7196
56572198,Chile Rural,0.7196
5658196,Chile Rural,0.7196
5658197,Chile Rural,0.7196
5658198,Chile Rural,0.7196
56582196,Chile Rural,0.7196
56582197,Chile Rural,0.7196
56582198,Chile Rural,0.7196
5661196,Chile Rural,0.7196
5661197,Chile Rural,0.7196
5661198,Chile Rural,0.7196
56612196,Chile Rural,0.7196
56612197,Chile Rural,0.7196
56612198,Chile Rural,0.7196
5663196,Chile Rural,0.7196
5663197,Chile Rural,0.7196
5663198,Chile Rural,0.7196
56632196,Chile Rural,0.7196
56632197,Chile Rural,0.7196
56632198,Chile Rural,0.7196
5663237,Chile Rural,0.7196
56632970,Chile Rural,0.7196
56632971,Chile Rural,0.7196
56632972,Chile Rural,0.7196
56632973,Chile Rural,0.7196
56632974,Chile Rural,0.7196
56632975,Chile Rural,0.7196
56632976,Chile Rural,0.7196
56632977,Chile Rural,0.7196
56632978,Chile Rural,0.7196
56632979,Chile Rural,0.7196
566337,Chile Rural,0.7196
566397,Chile Rural,0.7196
5664196,Chile Rural,0.7196
5664197,Chile Rural,0.7196
5664198,Chile Rural,0.7196
56642970,Chile Rural,0.7196
56642971,Chile Rural,0.7196
56642979,Chile Rural,0.7196
566497,Chile Rural,0.7196
5665196,Chile Rural,0.7196
5665197,Chile Rural,0.7196
5665198,Chile Rural,0.7196
56652196,Chile Rural,0.7196
56652197,Chile Rural,0.7196
56652198,Chile Rural,0.7196
5665233,Chile Rural,0.7196
56652970,Chile Rural,0.7196
56652971,Chile Rural,0.7196
56652972,Chile Rural,0.7196
5665970,Chile Rural,0.7196
5665971,Chile Rural,0.7196
5665972,Chile Rural,0.7196
5667198,Chile Rural,0.7196
56672198,Chile Rural,0.7196
5671196,Chile Rural,0.7196
5671197,Chile Rural,0.7196
5671198,Chile Rural,0.7196
56712196,Chile Rural,0.7196
56712197,Chile Rural,0.7196
56712198,Chile Rural,0.7196
5671237,Chile Rural,0.7196
56712970,Chile Rural,0.7196
56712971,Chile Rural,0.7196
56712972,Chile Rural,0.7196
56712973,Chile Rural,0.7196
56712974,Chile Rural,0.7196
56712975,Chile Rural,0.7196
56712976,Chile Rural,0.7196
56712977,Chile Rural,0.7196
56712978,Chile Rural,0.7196
56712979,Chile Rural,0.7196
567137,Chile Rural,0.7196
567197,Chile Rural,0.7196
5672196,Chile Rural,0.7196
5672197,Chile Rural,0.7196
5672198,Chile Rural,0.7196
56722196,Chile Rural,0.7196
