Code,Location,Silver
20151,Egypt Cellular Vodafone,0.024
2016,Egypt Cellular Vodafone,0.024
2019,Egypt Cellular Vodafone,0.024
203,Egypt Alexandria,0.06
202,Egypt Cairo,0.0455
503,El Salvador,0.15
5036,El Salvador Cellular,0.147
5037,El Salvador Cellular,0.147
503630,El Salvador Cellular  Personal,0.1295
5036310,El Salvador Cellular  Personal,0.1295
5036311,El Salvador Cellular  Personal,0.1295
50363120,El Salvador Cellular  Personal,0.1295
50363121,El Salvador Cellular  Personal,0.1295
50363122,El Salvador Cellular  Personal,0.1295
50363123,El Salvador Cellular  Personal,0.1295
50363124,El Salvador Cellular  Personal,0.1295
503700,El Salvador Cellular  Personal,0.1295
503701,El Salvador Cellular  Personal,0.1295
503702,El Salvador Cellular  Personal,0.1295
503703,El Salvador Cellular  Personal,0.1295
503704,El Salvador Cellular  Personal,0.1295
503705,El Salvador Cellular  Personal,0.1295
503706,El Salvador Cellular  Personal,0.1295
50370700,El Salvador Cellular  Personal,0.1295
50370702,El Salvador Cellular  Personal,0.1295
50370703,El Salvador Cellular  Personal,0.1295
50370704,El Salvador Cellular  Personal,0.1295
50370705,El Salvador Cellular  Personal,0.1295
50370710,El Salvador Cellular  Personal,0.1295
50370712,El Salvador Cellular  Personal,0.1295
50370735,El Salvador Cellular  Personal,0.1295
503708,El Salvador Cellular  Personal,0.1295
503709,El Salvador Cellular  Personal,0.1295
503760,El Salvador Cellular  Personal,0.1295
503761,El Salvador Cellular  Personal,0.1295
503762,El Salvador Cellular  Personal,0.1295
503763,El Salvador Cellular  Personal,0.1295
503764,El Salvador Cellular  Personal,0.1295
503765,El Salvador Cellular  Personal,0.1295
503766,El Salvador Cellular  Personal,0.1295
5037687,El Salvador Cellular  Personal,0.1295
5037688,El Salvador Cellular  Personal,0.1295
5037689,El Salvador Cellular  Personal,0.1295
5037690,El Salvador Cellular  Personal,0.1295
503774,El Salvador Cellular  Personal,0.1295
503775,El Salvador Cellular  Personal,0.1295
50378025,El Salvador Cellular  Personal,0.1295
50378026,El Salvador Cellular  Personal,0.1295
50378027,El Salvador Cellular  Personal,0.1295
50378028,El Salvador Cellular  Personal,0.1295
50378029,El Salvador Cellular  Personal,0.1295
5037803,El Salvador Cellular  Personal,0.1295
5037805,El Salvador Cellular  Personal,0.1295
5037806,El Salvador Cellular  Personal,0.1295
5037807,El Salvador Cellular  Personal,0.1295
5037808,El Salvador Cellular  Personal,0.1295
5037809,El Salvador Cellular  Personal,0.1295
5037840,El Salvador Cellular  Personal,0.1295
5037841,El Salvador Cellular  Personal,0.1295
5037842,El Salvador Cellular  Personal,0.1295
5037843,El Salvador Cellular  Personal,0.1295
5037844,El Salvador Cellular  Personal,0.1295
503785,El Salvador Cellular  Personal,0.1295
503786,El Salvador Cellular  Personal,0.1295
503795,El Salvador Cellular  Personal,0.1295
503796,El Salvador Cellular  Personal,0.1295
5037985,El Salvador Cellular  Personal,0.1295
5037986,El Salvador Cellular  Personal,0.1295
5037987,El Salvador Cellular  Personal,0.1295
5037988,El Salvador Cellular  Personal,0.1295
5037989,El Salvador Cellular  Personal,0.1295
503620,El Salvador Cellular Digicel,0.114
5036200,El Salvador Cellular Digicel,0.114
50373,El Salvador Cellular Digicel,0.114
503740,El Salvador Cellular Digicel,0.114
503741,El Salvador Cellular Digicel,0.114
503742,El Salvador Cellular Digicel,0.114
503743,El Salvador Cellular Digicel,0.114
503744,El Salvador Cellular Digicel,0.114
503746,El Salvador Cellular Digicel,0.114
5037695,El Salvador Cellular Digicel,0.114
5037696,El Salvador Cellular Digicel,0.114
5037697,El Salvador Cellular Digicel,0.114
5037698,El Salvador Cellular Digicel,0.114
503776,El Salvador Cellular Digicel,0.114
503777,El Salvador Cellular Digicel,0.114
5037801,El Salvador Cellular Digicel,0.114
50378021,El Salvador Cellular Digicel,0.114
50378022,El Salvador Cellular Digicel,0.114
50378023,El Salvador Cellular Digicel,0.114
50378024,El Salvador Cellular Digicel,0.114
503797,El Salvador Cellular Digicel,0.114
50325912,El Salvador Cellular Telefonica,0.141
50327900,El Salvador Cellular Telefonica,0.141
50328900,El Salvador Cellular Telefonica,0.141
50329900,El Salvador Cellular Telefonica,0.141
50361,El Salvador Cellular Telefonica,0.141
50370708,El Salvador Cellular Telefonica,0.141
50370709,El Salvador Cellular Telefonica,0.141
5037071,El Salvador Cellular Telefonica,0.141
50371,El Salvador Cellular Telefonica,0.141
503745,El Salvador Cellular Telefonica,0.141
50376865,El Salvador Cellular Telefonica,0.141
50376866,El Salvador Cellular Telefonica,0.141
50376867,El Salvador Cellular Telefonica,0.141
50376868,El Salvador Cellular Telefonica,0.141
50376869,El Salvador Cellular Telefonica,0.141
5037691,El Salvador Cellular Telefonica,0.141
5037692,El Salvador Cellular Telefonica,0.141
5037693,El Salvador Cellular Telefonica,0.141
5037694,El Salvador Cellular Telefonica,0.141
5037699,El Salvador Cellular Telefonica,0.141
503770,El Salvador Cellular Telefonica,0.141
503771,El Salvador Cellular Telefonica,0.141
5037780,El Salvador Cellular Telefonica,0.141
5037781,El Salvador Cellular Telefonica,0.141
5037782,El Salvador Cellular Telefonica,0.141
5037783,El Salvador Cellular Telefonica,0.141
5037784,El Salvador Cellular Telefonica,0.141
5037790,El Salvador Cellular Telefonica,0.141
5037791,El Salvador Cellular Telefonica,0.141
5037792,El Salvador Cellular Telefonica,0.141
5037793,El Salvador Cellular Telefonica,0.141
5037794,El Salvador Cellular Telefonica,0.141
50378001,El Salvador Cellular Telefonica,0.141
50378002,El Salvador Cellular Telefonica,0.141
50378003,El Salvador Cellular Telefonica,0.141
50378004,El Salvador Cellular Telefonica,0.141
50378005,El Salvador Cellular Telefonica,0.141
50378006,El Salvador Cellular Telefonica,0.141
50378007,El Salvador Cellular Telefonica,0.141
50378008,El Salvador Cellular Telefonica,0.141
50378009,El Salvador Cellular Telefonica,0.141
503781,El Salvador Cellular Telefonica,0.141
503782,El Salvador Cellular Telefonica,0.141
503783,El Salvador Cellular Telefonica,0.141
5037845,El Salvador Cellular Telefonica,0.141
5037846,El Salvador Cellular Telefonica,0.141
5037847,El Salvador Cellular Telefonica,0.141
5037848,El Salvador Cellular Telefonica,0.141
5037849,El Salvador Cellular Telefonica,0.141
503799,El Salvador Cellular Telefonica,0.141
503600,El Salvador Cellular Telemovil,0.1224
50370701,El Salvador Cellular Telemovil,0.1224
50370706,El Salvador Cellular Telemovil,0.1224
50372,El Salvador Cellular Telemovil,0.1224
503747,El Salvador Cellular Telemovil,0.1224
503748,El Salvador Cellular Telemovil,0.1224
503749,El Salvador Cellular Telemovil,0.1224
50375,El Salvador Cellular Telemovil,0.1224
503767,El Salvador Cellular Telemovil,0.1224
5037680,El Salvador Cellular Telemovil,0.1224
5037681,El Salvador Cellular Telemovil,0.1224
5037682,El Salvador Cellular Telemovil,0.1224
5037683,El Salvador Cellular Telemovil,0.1224
5037684,El Salvador Cellular Telemovil,0.1224
5037685,El Salvador Cellular Telemovil,0.1224
50376860,El Salvador Cellular Telemovil,0.1224
50376861,El Salvador Cellular Telemovil,0.1224
50376862,El Salvador Cellular Telemovil,0.1224
50376863,El Salvador Cellular Telemovil,0.1224
50376864,El Salvador Cellular Telemovil,0.1224
503772,El Salvador Cellular Telemovil,0.1224
503773,El Salvador Cellular Telemovil,0.1224
5037785,El Salvador Cellular Telemovil,0.1224
5037786,El Salvador Cellular Telemovil,0.1224
5037787,El Salvador Cellular Telemovil,0.1224
5037788,El Salvador Cellular Telemovil,0.1224
5037789,El Salvador Cellular Telemovil,0.1224
5037795,El Salvador Cellular Telemovil,0.1224
5037796,El Salvador Cellular Telemovil,0.1224
5037797,El Salvador Cellular Telemovil,0.1224
5037798,El Salvador Cellular Telemovil,0.1224
5037799,El Salvador Cellular Telemovil,0.1224
503787,El Salvador Cellular Telemovil,0.1224
503788,El Salvador Cellular Telemovil,0.1224
503789,El Salvador Cellular Telemovil,0.1224
503790,El Salvador Cellular Telemovil,0.1224
503791,El Salvador Cellular Telemovil,0.1224
503792,El Salvador Cellular Telemovil,0.1224
503793,El Salvador Cellular Telemovil,0.1224
503794,El Salvador Cellular Telemovil,0.1224
5032132,El Salvador CTE,0.092
5032133,El Salvador CTE,0.092
50322010,El Salvador CTE,0.092
50322011,El Salvador CTE,0.092
50322012,El Salvador CTE,0.092
50322013,El Salvador CTE,0.092
50322014,El Salvador CTE,0.092
5032203,El Salvador CTE,0.092
5032204,El Salvador CTE,0.092
5032205,El Salvador CTE,0.092
5032206,El Salvador CTE,0.092
5032209,El Salvador CTE,0.092
5032212,El Salvador CTE,0.092
5032213,El Salvador CTE,0.092
5032214,El Salvador CTE,0.092
5032216,El Salvador CTE,0.092
50322185,El Salvador CTE,0.092
50322186,El Salvador CTE,0.092
50322187,El Salvador CTE,0.092
50322188,El Salvador CTE,0.092
50322189,El Salvador CTE,0.092
503222,El Salvador CTE,0.092
5032231,El Salvador CTE,0.092
5032232,El Salvador CTE,0.092
5032234,El Salvador CTE,0.092
5032235,El Salvador CTE,0.092
50322370,El Salvador CTE,0.092
50322371,El Salvador CTE,0.092
50322372,El Salvador CTE,0.092
50322373,El Salvador CTE,0.092
50322374,El Salvador CTE,0.092
50322375,El Salvador CTE,0.092
5032239,El Salvador CTE,0.092
5032240,El Salvador CTE,0.092
5032241,El Salvador CTE,0.092
5032242,El Salvador CTE,0.092
5032243,El Salvador CTE,0.092
5032245,El Salvador CTE,0.092
50322460,El Salvador CTE,0.092
50322461,El Salvador CTE,0.092
50322462,El Salvador CTE,0.092
50322463,El Salvador CTE,0.092
50322464,El Salvador CTE,0.092
5032248,El Salvador CTE,0.092
50322490,El Salvador CTE,0.092
50322491,El Salvador CTE,0.092
50322492,El Salvador CTE,0.092
50322493,El Salvador CTE,0.092
50322494,El Salvador CTE,0.092
5032250,El Salvador CTE,0.092
5032251,El Salvador CTE,0.092
5032253,El Salvador CTE,0.092
50322540,El Salvador CTE,0.092
50322541,El Salvador CTE,0.092
50322542,El Salvador CTE,0.092
50322543,El Salvador CTE,0.092
50322544,El Salvador CTE,0.092
5032258,El Salvador CTE,0.092
5032260,El Salvador CTE,0.092
5032261,El Salvador CTE,0.092
50322620,El Salvador CTE,0.092
50322621,El Salvador CTE,0.092
50322622,El Salvador CTE,0.092
50322623,El Salvador CTE,0.092
50322624,El Salvador CTE,0.092
50322625,El Salvador CTE,0.092
50322626,El Salvador CTE,0.092
5032263,El Salvador CTE,0.092
5032264,El Salvador CTE,0.092
5032267,El Salvador CTE,0.092
50322683,El Salvador CTE,0.092
50322684,El Salvador CTE,0.092
50322685,El Salvador CTE,0.092
50322686,El Salvador CTE,0.092
5032270,El Salvador CTE,0.092
5032271,El Salvador CTE,0.092
5032272,El Salvador CTE,0.092
5032273,El Salvador CTE,0.092
5032274,El Salvador CTE,0.092
5032276,El Salvador CTE,0.092
5032277,El Salvador CTE,0.092
5032278,El Salvador CTE,0.092
5032279,El Salvador CTE,0.092
50322800,El Salvador CTE,0.092
50322801,El Salvador CTE,0.092
50322802,El Salvador CTE,0.092
50322803,El Salvador CTE,0.092
50322804,El Salvador CTE,0.092
50322805,El Salvador CTE,0.092
50322806,El Salvador CTE,0.092
50322807,El Salvador CTE,0.092
50322808,El Salvador CTE,0.092
5032281,El Salvador CTE,0.092
5032282,El Salvador CTE,0.092
5032284,El Salvador CTE,0.092
5032286,El Salvador CTE,0.092
5032288,El Salvador CTE,0.092
5032289,El Salvador CTE,0.092
503229,El Salvador CTE,0.092
50323010,El Salvador CTE,0.092
50323011,El Salvador CTE,0.092
50323012,El Salvador CTE,0.092
50323058,El Salvador CTE,0.092
50323059,El Salvador CTE,0.092
50323067,El Salvador CTE,0.092
50323068,El Salvador CTE,0.092
50323080,El Salvador CTE,0.092
50323081,El Salvador CTE,0.092
5032309,El Salvador CTE,0.092
50323100,El Salvador CTE,0.092
50323101,El Salvador CTE,0.092
50323102,El Salvador CTE,0.092
50323103,El Salvador CTE,0.092
50323104,El Salvador CTE,0.092
50323130,El Salvador CTE,0.092
50323140,El Salvador CTE,0.092
50323141,El Salvador CTE,0.092
50323142,El Salvador CTE,0.092
50323143,El Salvador CTE,0.092
50323144,El Salvador CTE,0.092
5032318,El Salvador CTE,0.092
50323190,El Salvador CTE,0.092
50323191,El Salvador CTE,0.092
50323192,El Salvador CTE,0.092
50323193,El Salvador CTE,0.092
50323194,El Salvador CTE,0.092
50323195,El Salvador CTE,0.092
50323196,El Salvador CTE,0.092
50323214,El Salvador CTE,0.092
50323215,El Salvador CTE,0.092
50323220,El Salvador CTE,0.092
50323221,El Salvador CTE,0.092
50323222,El Salvador CTE,0.092
50323240,El Salvador CTE,0.092
5032325,El Salvador CTE,0.092
5032327,El Salvador CTE,0.092
50323300,El Salvador CTE,0.092
50323301,El Salvador CTE,0.092
50323302,El Salvador CTE,0.092
50323303,El Salvador CTE,0.092
50323304,El Salvador CTE,0.092
50323305,El Salvador CTE,0.092
50323306,El Salvador CTE,0.092
50323307,El Salvador CTE,0.092
50323309,El Salvador CTE,0.092
50323312,El Salvador CTE,0.092
50323313,El Salvador CTE,0.092
50323314,El Salvador CTE,0.092
50323319,El Salvador CTE,0.092
50323320,El Salvador CTE,0.092
50323322,El Salvador CTE,0.092
50323323,El Salvador CTE,0.092
50323330,El Salvador CTE,0.092
50323331,El Salvador CTE,0.092
50323332,El Salvador CTE,0.092
50323333,El Salvador CTE,0.092
50323334,El Salvador CTE,0.092
50323335,El Salvador CTE,0.092
50323336,El Salvador CTE,0.092
50323337,El Salvador CTE,0.092
50323339,El Salvador CTE,0.092
5032334,El Salvador CTE,0.092
50323351,El Salvador CTE,0.092
50323352,El Salvador CTE,0.092
50323353,El Salvador CTE,0.092
50323357,El Salvador CTE,0.092
50323359,El Salvador CTE,0.092
50323380,El Salvador CTE,0.092
50323381,El Salvador CTE,0.092
50323382,El Salvador CTE,0.092
50323383,El Salvador CTE,0.092
50323384,El Salvador CTE,0.092
50323385,El Salvador CTE,0.092
50323386,El Salvador CTE,0.092
50323388,El Salvador CTE,0.092
50323389,El Salvador CTE,0.092
50323397,El Salvador CTE,0.092
50323398,El Salvador CTE,0.092
50323399,El Salvador CTE,0.092
50323407,El Salvador CTE,0.092
50323408,El Salvador CTE,0.092
50323409,El Salvador CTE,0.092
50323413,El Salvador CTE,0.092
50323414,El Salvador CTE,0.092
50323420,El Salvador CTE,0.092
50323423,El Salvador CTE,0.092
50323453,El Salvador CTE,0.092
50323454,El Salvador CTE,0.092
50323455,El Salvador CTE,0.092
50323456,El Salvador CTE,0.092
50323457,El Salvador CTE,0.092
50323458,El Salvador CTE,0.092
50323459,El Salvador CTE,0.092
5032346,El Salvador CTE,0.092
5032347,El Salvador CTE,0.092
50323488,El Salvador CTE,0.092
50323489,El Salvador CTE,0.092
5032349,El Salvador CTE,0.092
50323509,El Salvador CTE,0.092
5032351,El Salvador CTE,0.092
50323529,El Salvador CTE,0.092
50323536,El Salvador CTE,0.092
5032354,El Salvador CTE,0.092
50323560,El Salvador CTE,0.092
50323569,El Salvador CTE,0.092
50323570,El Salvador CTE,0.092
50323600,El Salvador CTE,0.092
50323610,El Salvador CTE,0.092
50323611,El Salvador CTE,0.092
50323620,El Salvador CTE,0.092
50323621,El Salvador CTE,0.092
50323622,El Salvador CTE,0.092
50323623,El Salvador CTE,0.092
50323624,El Salvador CTE,0.092
50323625,El Salvador CTE,0.092
50323626,El Salvador CTE,0.092
50323627,El Salvador CTE,0.092
50323628,El Salvador CTE,0.092
50323650,El Salvador CTE,0.092
50323690,El Salvador CTE,0.092
50323691,El Salvador CTE,0.092
5032372,El Salvador CTE,0.092
50323765,El Salvador CTE,0.092
50323780,El Salvador CTE,0.092
50323781,El Salvador CTE,0.092
5032379,El Salvador CTE,0.092
50323820,El Salvador CTE,0.092
50323821,El Salvador CTE,0.092
50323822,El Salvador CTE,0.092
50323823,El Salvador CTE,0.092
50323824,El Salvador CTE,0.092
50323842,El Salvador CTE,0.092
50323843,El Salvador CTE,0.092
50323844,El Salvador CTE,0.092
50323863,El Salvador CTE,0.092
5032389,El Salvador CTE,0.092
5032393,El Salvador CTE,0.092
50323959,El Salvador CTE,0.092
50323963,El Salvador CTE,0.092
50323967,El Salvador CTE,0.092
50323988,El Salvador CTE,0.092
5032399,El Salvador CTE,0.092
5032401,El Salvador CTE,0.092
5032402,El Salvador CTE,0.092
50324080,El Salvador CTE,0.092
50324081,El Salvador CTE,0.092
50324082,El Salvador CTE,0.092
50324083,El Salvador CTE,0.092
50324084,El Salvador CTE,0.092
50324085,El Salvador CTE,0.092
50324130,El Salvador CTE,0.092
50324131,El Salvador CTE,0.092
50324132,El Salvador CTE,0.092
50324133,El Salvador CTE,0.092
50324134,El Salvador CTE,0.092
50324174,El Salvador CTE,0.092
50324180,El Salvador CTE,0.092
50324181,El Salvador CTE,0.092
5032420,El Salvador CTE,0.092
5032421,El Salvador CTE,0.092
50324220,El Salvador CTE,0.092
50324221,El Salvador CTE,0.092
5032429,El Salvador CTE,0.092
50324330,El Salvador CTE,0.092
50324370,El Salvador CTE,0.092
5032440,El Salvador CTE,0.092
50324410,El Salvador CTE,0.092
50324411,El Salvador CTE,0.092
50324412,El Salvador CTE,0.092
50324413,El Salvador CTE,0.092
50324414,El Salvador CTE,0.092
50324415,El Salvador CTE,0.092
50324416,El Salvador CTE,0.092
50324417,El Salvador CTE,0.092
50324418,El Salvador CTE,0.092
50324420,El Salvador CTE,0.092
50324430,El Salvador CTE,0.092
50324431,El Salvador CTE,0.092
50324440,El Salvador CTE,0.092
50324441,El Salvador CTE,0.092
5032445,El Salvador CTE,0.092
50324469,El Salvador CTE,0.092
5032447,El Salvador CTE,0.092
5032448,El Salvador CTE,0.092
50324490,El Salvador CTE,0.092
50324491,El Salvador CTE,0.092
50324492,El Salvador CTE,0.092
50324500,El Salvador CTE,0.092
50324501,El Salvador CTE,0.092
50324502,El Salvador CTE,0.092
50324503,El Salvador CTE,0.092
50324504,El Salvador CTE,0.092
50324505,El Salvador CTE,0.092
5032451,El Salvador CTE,0.092
5032452,El Salvador CTE,0.092
50324530,El Salvador CTE,0.092
50324531,El Salvador CTE,0.092
50324535,El Salvador CTE,0.092
50324536,El Salvador CTE,0.092
50324575,El Salvador CTE,0.092
50324609,El Salvador CTE,0.092
50324610,El Salvador CTE,0.092
50324611,El Salvador CTE,0.092
50324612,El Salvador CTE,0.092
50324649,El Salvador CTE,0.092
50324679,El Salvador CTE,0.092
50324692,El Salvador CTE,0.092
50324693,El Salvador CTE,0.092
50324700,El Salvador CTE,0.092
50324715,El Salvador CTE,0.092
50324723,El Salvador CTE,0.092
50324737,El Salvador CTE,0.092
50324738,El Salvador CTE,0.092
50324739,El Salvador CTE,0.092
5032483,El Salvador CTE,0.092
5032484,El Salvador CTE,0.092
5032486,El Salvador CTE,0.092
5032487,El Salvador CTE,0.092
50325030,El Salvador CTE,0.092
50325031,El Salvador CTE,0.092
50325032,El Salvador CTE,0.092
50325033,El Salvador CTE,0.092
5032510,El Salvador CTE,0.092
5032511,El Salvador CTE,0.092
5032519,El Salvador CTE,0.092
503252,El Salvador CTE,0.092
50325911,El Salvador CTE,0.092
50326040,El Salvador CTE,0.092
50326041,El Salvador CTE,0.092
50326042,El Salvador CTE,0.092
50326043,El Salvador CTE,0.092
50326044,El Salvador CTE,0.092
50326045,El Salvador CTE,0.092
50326046,El Salvador CTE,0.092
50326085,El Salvador CTE,0.092
50326102,El Salvador CTE,0.092
50326110,El Salvador CTE,0.092
50326111,El Salvador CTE,0.092
50326130,El Salvador CTE,0.092
50326140,El Salvador CTE,0.092
50326160,El Salvador CTE,0.092
50326161,El Salvador CTE,0.092
50326182,El Salvador CTE,0.092
50326186,El Salvador CTE,0.092
50326190,El Salvador CTE,0.092
50326191,El Salvador CTE,0.092
50326194,El Salvador CTE,0.092
50326199,El Salvador CTE,0.092
50326220,El Salvador CTE,0.092
50326221,El Salvador CTE,0.092
50326222,El Salvador CTE,0.092
50326223,El Salvador CTE,0.092
50326224,El Salvador CTE,0.092
5032624,El Salvador CTE,0.092
50326264,El Salvador CTE,0.092
50326265,El Salvador CTE,0.092
50326266,El Salvador CTE,0.092
50326267,El Salvador CTE,0.092
50326270,El Salvador CTE,0.092
50326274,El Salvador CTE,0.092
50326275,El Salvador CTE,0.092
50326276,El Salvador CTE,0.092
50326278,El Salvador CTE,0.092
50326280,El Salvador CTE,0.092
50326281,El Salvador CTE,0.092
50326282,El Salvador CTE,0.092
50326283,El Salvador CTE,0.092
50326284,El Salvador CTE,0.092
50326295,El Salvador CTE,0.092
50326308,El Salvador CTE,0.092
50326320,El Salvador CTE,0.092
50326321,El Salvador CTE,0.092
50326322,El Salvador CTE,0.092
50326323,El Salvador CTE,0.092
50326324,El Salvador CTE,0.092
50326325,El Salvador CTE,0.092
50326337,El Salvador CTE,0.092
50326338,El Salvador CTE,0.092
50326339,El Salvador CTE,0.092
5032639,El Salvador CTE,0.092
50326411,El Salvador CTE,0.092
50326412,El Salvador CTE,0.092
50326413,El Salvador CTE,0.092
50326414,El Salvador CTE,0.092
5032645,El Salvador CTE,0.092
50326470,El Salvador CTE,0.092
50326477,El Salvador CTE,0.092
50326480,El Salvador CTE,0.092
50326490,El Salvador CTE,0.092
50326494,El Salvador CTE,0.092
50326495,El Salvador CTE,0.092
50326497,El Salvador CTE,0.092
50326499,El Salvador CTE,0.092
50326500,El Salvador CTE,0.092
50326501,El Salvador CTE,0.092
50326510,El Salvador CTE,0.092
50326520,El Salvador CTE,0.092
50326540,El Salvador CTE,0.092
50326541,El Salvador CTE,0.092
50326542,El Salvador CTE,0.092
50326543,El Salvador CTE,0.092
50326581,El Salvador CTE,0.092
50326586,El Salvador CTE,0.092
50326588,El Salvador CTE,0.092
50326590,El Salvador CTE,0.092
50326593,El Salvador CTE,0.092
50326595,El Salvador CTE,0.092
50326596,El Salvador CTE,0.092
5032660,El Salvador CTE,0.092
5032661,El Salvador CTE,0.092
50326620,El Salvador CTE,0.092
50326621,El Salvador CTE,0.092
50326622,El Salvador CTE,0.092
50326623,El Salvador CTE,0.092
50326624,El Salvador CTE,0.092
5032663,El Salvador CTE,0.092
50326642,El Salvador CTE,0.092
50326644,El Salvador CTE,0.092
5032665,El Salvador CTE,0.092
50326670,El Salvador CTE,0.092
50326671,El Salvador CTE,0.092
50326672,El Salvador CTE,0.092
50326673,El Salvador CTE,0.092
50326674,El Salvador CTE,0.092
50326675,El Salvador CTE,0.092
50326676,El Salvador CTE,0.092
50326677,El Salvador CTE,0.092
50326678,El Salvador CTE,0.092
5032668,El Salvador CTE,0.092
5032669,El Salvador CTE,0.092
5032671,El Salvador CTE,0.092
5032680,El Salvador CTE,0.092
5032681,El Salvador CTE,0.092
50326820,El Salvador CTE,0.092
50326821,El Salvador CTE,0.092
50326822,El Salvador CTE,0.092
50326823,El Salvador CTE,0.092
50326824,El Salvador CTE,0.092
5032683,El Salvador CTE,0.092
5032684,El Salvador CTE,0.092
5032119,El Salvador Salnet,0.145
5032120,El Salvador Salnet,0.145
5032125,El Salvador Salnet,0.145
5032126,El Salvador Salnet,0.145
5032127,El Salvador Salnet,0.145
5032215,El Salvador Salnet,0.145
5032217,El Salvador Salnet,0.145
50322495,El Salvador Salnet,0.145
50322496,El Salvador Salnet,0.145
50322497,El Salvador Salnet,0.145
50322498,El Salvador Salnet,0.145
50322499,El Salvador Salnet,0.145
50322655,El Salvador Salnet,0.145
50322656,El Salvador Salnet,0.145
50322681,El Salvador Salnet,0.145
50322682,El Salvador Salnet,0.145
50322692,El Salvador Salnet,0.145
50322696,El Salvador Salnet,0.145
50322697,El Salvador Salnet,0.145
50322698,El Salvador Salnet,0.145
50322699,El Salvador Salnet,0.145
50322830,El Salvador Salnet,0.145
50322831,El Salvador Salnet,0.145
50322832,El Salvador Salnet,0.145
50322833,El Salvador Salnet,0.145
50322834,El Salvador Salnet,0.145
50322835,El Salvador Salnet,0.145
50322836,El Salvador Salnet,0.145
50322837,El Salvador Salnet,0.145
50323030,El Salvador Salnet,0.145
50323110,El Salvador Salnet,0.145
50323111,El Salvador Salnet,0.145
50323112,El Salvador Salnet,0.145
50323113,El Salvador Salnet,0.145
50323114,El Salvador Salnet,0.145
50323115,El Salvador Salnet,0.145
50323116,El Salvador Salnet,0.145
50323117,El Salvador Salnet,0.145
50323118,El Salvador Salnet,0.145
50323155,El Salvador Salnet,0.145
50323156,El Salvador Salnet,0.145
50323157,El Salvador Salnet,0.145
50323158,El Salvador Salnet,0.145
50323159,El Salvador Salnet,0.145
5032320,El Salvador Salnet,0.145
5032321,El Salvador Salnet,0.145
50323223,El Salvador Salnet,0.145
50323224,El Salvador Salnet,0.145
50323225,El Salvador Salnet,0.145
50323226,El Salvador Salnet,0.145
50323227,El Salvador Salnet,0.145
50323228,El Salvador Salnet,0.145
50323229,El Salvador Salnet,0.145
50323317,El Salvador Salnet,0.145
50323369,El Salvador Salnet,0.145
50323379,El Salvador Salnet,0.145
50323445,El Salvador Salnet,0.145
50323446,El Salvador Salnet,0.145
50323447,El Salvador Salnet,0.145
50323448,El Salvador Salnet,0.145
50323449,El Salvador Salnet,0.145
50323450,El Salvador Salnet,0.145
50323451,El Salvador Salnet,0.145
50323601,El Salvador Salnet,0.145
50323602,El Salvador Salnet,0.145
50323603,El Salvador Salnet,0.145
50323604,El Salvador Salnet,0.145
50323605,El Salvador Salnet,0.145
50323606,El Salvador Salnet,0.145
50323607,El Salvador Salnet,0.145
50323608,El Salvador Salnet,0.145
50323609,El Salvador Salnet,0.145
50323710,El Salvador Salnet,0.145
50323713,El Salvador Salnet,0.145
50323714,El Salvador Salnet,0.145
50323715,El Salvador Salnet,0.145
50323716,El Salvador Salnet,0.145
50323717,El Salvador Salnet,0.145
50323718,El Salvador Salnet,0.145
50323810,El Salvador Salnet,0.145
50323910,El Salvador Salnet,0.145
5032425,El Salvador Salnet,0.145
5032458,El Salvador Salnet,0.145
5032459,El Salvador Salnet,0.145
5032462,El Salvador Salnet,0.145
50324630,El Salvador Salnet,0.145
50324631,El Salvador Salnet,0.145
50324632,El Salvador Salnet,0.145
50324633,El Salvador Salnet,0.145
50324634,El Salvador Salnet,0.145
50324635,El Salvador Salnet,0.145
50324636,El Salvador Salnet,0.145
5032481,El Salvador Salnet,0.145
5032482,El Salvador Salnet,0.145
5032550,El Salvador Salnet,0.145
50326020,El Salvador Salnet,0.145
50326210,El Salvador Salnet,0.145
50326530,El Salvador Salnet,0.145
50326548,El Salvador Salnet,0.145
50326549,El Salvador Salnet,0.145
5032655,El Salvador Salnet,0.145
5032657,El Salvador Salnet,0.145
50326660,El Salvador Salnet,0.145
5032672,El Salvador Salnet,0.145
5032673,El Salvador Salnet,0.145
5032674,El Salvador Salnet,0.145
50326878,El Salvador Salnet,0.145
50326881,El Salvador Salnet,0.145
5032200,El Salvador  Telefonica,0.141
5032202,El Salvador  Telefonica,0.141
5032210,El Salvador  Telefonica,0.141
5032211,El Salvador  Telefonica,0.141
50322180,El Salvador  Telefonica,0.141
50322181,El Salvador  Telefonica,0.141
50322182,El Salvador  Telefonica,0.141
50322183,El Salvador  Telefonica,0.141
50322184,El Salvador  Telefonica,0.141
50322197,El Salvador  Telefonica,0.141
50322198,El Salvador  Telefonica,0.141
5032233,El Salvador  Telefonica,0.141
5032236,El Salvador  Telefonica,0.141
50322376,El Salvador  Telefonica,0.141
50322377,El Salvador  Telefonica,0.141
50322378,El Salvador  Telefonica,0.141
50322379,El Salvador  Telefonica,0.141
5032238,El Salvador  Telefonica,0.141
5032244,El Salvador  Telefonica,0.141
50322470,El Salvador  Telefonica,0.141
50322471,El Salvador  Telefonica,0.141
50322472,El Salvador  Telefonica,0.141
50322473,El Salvador  Telefonica,0.141
